"Paper_No","Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","subject","paper_no","regex_start","regex_end"
"agricultural technology paper 1",6373,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kzCcJK4f8vw%3d&tabid=1608&portalid=0&mid=6373","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2839,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=AxvgPsWG0Bw%3d&tabid=726&portalid=0&mid=2839","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9017,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=s5sgrMW_wfM%3d&tabid=2556&portalid=0&mid=9017","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",4272,2015,"November","2015 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=o6NTgd9vYHE%3d&tabid=979&portalid=0&mid=4272","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1521,2014,"November","2014 November NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=VDn4odz9E3M%3d&tabid=568&portalid=0&mid=1521","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1521,2014,"November","2014 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=mo_Geu1Ggm4%3d&tabid=568&portalid=0&mid=1521","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2839,2011,"February","2011 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=oFe7LhXqhq0%3d&tabid=726&portalid=0&mid=2839","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1664,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=r2WDW3webdc%3d&tabid=584&portalid=0&mid=1664","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8779,2019,"May","2019 May/June Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=0Njrw_VlzI0%3d&tabid=2468&portalid=0&mid=8779","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9897,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=k6kuqLbFO1M%3d&tabid=2837&portalid=0&mid=9897","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2925,2015,"February","2015 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=AnnDSv_1BIs%3d&tabid=730&portalid=0&mid=2925","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2294,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7chuxmbwBLw%3d&tabid=647&portalid=0&mid=2294","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1794,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=4RXJAPiowoA%3d&tabid=599&portalid=0&mid=1794","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",6373,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=vtLfupRoOO4%3d&tabid=1608&portalid=0&mid=6373","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",6163,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=b5XjZ3HJYfY%3d&tabid=1508&portalid=0&mid=6163","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",7579,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Vesk_fU8_ZI%3d&tabid=1920&portalid=0&mid=7579","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2352,2012,"February","2012 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=IWQTMzoG07I%3d&tabid=649&portalid=0&mid=2352","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",7334,2017,"November","2017 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=pOnjYU7cKn4%3d&tabid=1856&portalid=0&mid=7334","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",7334,2017,"November","2017 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Qc0EZENO1Zs%3d&tabid=1856&portalid=0&mid=7334","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1664,2014,"February","2014 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=LVvaklnvFUA%3d&tabid=584&portalid=0&mid=1664","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9615,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=EeEwqx2Niks%3d&tabid=2702&portalid=0&mid=9615","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8246,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=tAOeJ3JYxMk%3d&tabid=2182&portalid=0&mid=8246","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",6373,2017,"February","2017 Feb/March NSC Exam Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Rr3uWtXZbg4%3d&tabid=1608&portalid=0&mid=6373","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2352,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=N2JAbH83NLY%3d&tabid=649&portalid=0&mid=2352","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2524,2009,"November","2009 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=-dfn-Lrl0-0%3d&tabid=677&portalid=0&mid=2524","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2839,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=pNKocCuFkWg%3d&tabid=726&portalid=0&mid=2839","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2294,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=pPhsSfzrAYw%3d&tabid=647&portalid=0&mid=2294","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2839,2011,"February","2011 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=33lq0TyEVeE%3d&tabid=726&portalid=0&mid=2839","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2524,2009,"November","2009 November NSC Examination Papers ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=WYi63zmGQ0M%3d&tabid=677&portalid=0&mid=2524","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1931,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=s9CGBqvsku8%3d&tabid=610&portalid=0&mid=1931","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",4272,2015,"November","2015 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LF631ygjPDM%3d&tabid=979&portalid=0&mid=4272","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8246,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xekehPng5uM%3d&tabid=2182&portalid=0&mid=8246","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",7579,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=6_vpKJUv8cc%3d&tabid=1920&portalid=0&mid=7579","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1794,2014,NA,"2014 Grade 12 NSC Exemplars","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=HmQQJJNbjzA%3d&tabid=599&portalid=0&mid=1794","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9017,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WqesXVe5-bw%3d&tabid=2556&portalid=0&mid=9017","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9897,2021,"May","2021 NSC/SC May/June Examinations","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xQZxLYx43OQ%3d&tabid=2837&portalid=0&mid=9897","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9897,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=v9zS_LaSklQ%3d&tabid=2837&portalid=0&mid=9897","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2352,2012,"February","2012 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7qaxjmGHdvc%3d&tabid=649&portalid=0&mid=2352","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2294,2011,"November","2011 November NSC Examination Papers  ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=medZvTUe8cI%3d&tabid=647&portalid=0&mid=2294","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1883,2013,"November","2013 November NSC Examination Papers ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=2BaqfrbL8AY%3d&tabid=607&portalid=0&mid=1883","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1794,2014,NA,"2014 Grade 12 NSC Exemplars","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=SLnH3DqnvZ8%3d&tabid=599&portalid=0&mid=1794","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2352,2012,"February","2012 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=72Co2rCmNbg%3d&tabid=649&portalid=0&mid=2352","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1883,2013,"November","2013 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=947KbvQX2Jk%3d&tabid=607&portalid=0&mid=1883","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1931,2013,"February","2013 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=xvCo2NVcxzA%3d&tabid=610&portalid=0&mid=1931","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",6163,2016,"November","2016 NSC Examinations (Oct/Nov)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kOgo9LDr7U0%3d&tabid=1508&portalid=0&mid=6163","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2294,2011,"November","2011 November NSC Examination Papers  ","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=wG0YnVaei30%3d&tabid=647&portalid=0&mid=2294","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8779,2019,"May","2019 May/June Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=dyDkpnlmNKw%3d&tabid=2468&portalid=0&mid=8779","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9615,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=5NHnj7lGDwQ%3d&tabid=2702&portalid=0&mid=9615","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",6373,2017,"February","2017 Feb/March NSC Exam Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Zn8bLMrX53Y%3d&tabid=1608&portalid=0&mid=6373","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1931,2013,"February","2013 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=DCefx6EQDfw%3d&tabid=610&portalid=0&mid=1931","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2524,2009,"November","2009 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=avLgkyLx_TE%3d&tabid=677&portalid=0&mid=2524","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1664,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=wET44m-cKdE%3d&tabid=584&portalid=0&mid=1664","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8779,2019,"May","2019 May/June Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=YErNmJu98-Q%3d&tabid=2468&portalid=0&mid=8779","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9897,2021,"May","2021 NSC/SC May/June Examinations","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=6z-5Xpd9ZNU%3d&tabid=2837&portalid=0&mid=9897","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",4272,2015,"November","2015 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=YcW6vZFzLvk%3d&tabid=979&portalid=0&mid=4272","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9615,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=mq5NdCzGUJM%3d&tabid=2702&portalid=0&mid=9615","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",4428,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=X9xvIyzylXY%3d&tabid=1000&portalid=0&mid=4428","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8246,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=G2ioXY3q9Yk%3d&tabid=2182&portalid=0&mid=8246","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2524,2009,"November","2009 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=lI9r8oKNUlo%3d&tabid=677&portalid=0&mid=2524","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",4272,2015,"November","2015 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=K7w6woRNWdY%3d&tabid=979&portalid=0&mid=4272","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",9615,2020,"November","2020 NSC and SC Exam Papers (November)","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=o9wZrWxbzPQ%3d&tabid=2702&portalid=0&mid=9615","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1521,2014,"November","2014 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=SLnH3DqnvZ8%3d&tabid=568&portalid=0&mid=1521","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",7334,2017,"November","2017 November NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=AhRM1Te5Zhg%3d&tabid=1856&portalid=0&mid=7334","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8382,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=fz53Wxz5dmo%3d&tabid=2268&portalid=0&mid=8382","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",6163,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=3fn4PHyZHU4%3d&tabid=1508&portalid=0&mid=6163","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",4428,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=vLo51dGGS4c%3d&tabid=1000&portalid=0&mid=4428","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8382,2018,"November","2018 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=OndH5NeEViI%3d&tabid=2268&portalid=0&mid=8382","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1883,2013,"November","2013 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=086khcYYGEE%3d&tabid=607&portalid=0&mid=1883","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",4428,2016,"February","2016 Feb/March NSC Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=yV6FIsQRt3s%3d&tabid=1000&portalid=0&mid=4428","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2650,2008,"November","2008 November NSC Examination Papers  ","Agricultural Technology Paper 1 Afrikaans","https://www.education.gov.za/LinkClick.aspx?fileticket=qs4k4P18VcU%3d&tabid=694&portalid=0&mid=2650","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",2650,2008,"November","2008 November NSC Examination Papers  ","Agricultural Technology Paper 1 English","https://www.education.gov.za/LinkClick.aspx?fileticket=OrdyIYqGkB4%3d&tabid=694&portalid=0&mid=2650","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8246,2018,"May","2018 May/June NSC Exam Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=UuSVhbVWeW4%3d&tabid=2182&portalid=0&mid=8246","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1664,2014,"February","2014 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LADLAS3Eei8%3d&tabid=584&portalid=0&mid=1664","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8382,2018,"November","2018 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=exQ4MlX00FM%3d&tabid=2268&portalid=0&mid=8382","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",7334,2017,"November","2017 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ksrDz4_Zwp4%3d&tabid=1856&portalid=0&mid=7334","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8382,2018,"November","2018 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=AVu36zKFy3U%3d&tabid=2268&portalid=0&mid=8382","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1931,2013,"February","2013 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=26N9ld7jaqY%3d&tabid=610&portalid=0&mid=1931","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",8779,2019,"May","2019 May/June Examination Papers","Memo Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=-ZQn-z_4bJA%3d&tabid=2468&portalid=0&mid=8779","Agricultural Technology","English",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1521,2014,"November","2014 November NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8Ncyik5K60E%3d&tabid=568&portalid=0&mid=1521","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",1883,2013,"November","2013 November NSC Examination Papers ","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=eMkWnHm4KAA%3d&tabid=607&portalid=0&mid=1883","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"agricultural technology paper 1",4428,2016,"February","2016 Feb/March NSC Examination Papers","Memo Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=LMhERbvJTEQ%3d&tabid=1000&portalid=0&mid=4428","Agricultural Technology","Afrikaans",NA,"AGRICULTURAL TECHNOLOGY","PAPER 1","1.1.1 ",1.2
"computer aplication technology paper 2",2836,2011,"February","2011 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Vs5lS7klDHg%3d&tabid=726&portalid=0&mid=2836","Computer Aplication Technology","English",NA,"Computer Aplication Technology","Paper 2","1.1 ",2
"computer aplication technology paper 2",2836,2011,"February","2011 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Vs5lS7klDHg%3d&tabid=726&portalid=0&mid=2836","Computer Aplication Technology","English",NA,"computer aplication technology","Paper 2","1.1 ",2
