"Module_No","Exam_Year","Exam_Sitting","Title","Paper","Module_URL","Subject","Paper_Language","Paper_type","Paper_No","HL_FAL_SAL","Region","NA.","NA..1","filename","fileext","mc_start","mc_end","mc"
4271,2015,"November","2015 November NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=oet6_Zw_F6A%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2015 November Agricultural Sciences paper 1 english",".pdf","1.1.1 ",1.2,TRUE
2926,2015,"February","2015 Feb/March NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=JCYsMzFiKbw%3d&tabid=730&portalid=0&mid=2926","agricultural sciences","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2015 February Agricultural Sciences paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
2926,2015,"February","2015 Feb/March NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XCDkQLYD41I%3d&tabid=730&portalid=0&mid=2926","agricultural sciences","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2015 February Agricultural Sciences paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
2926,2015,"February","2015 Feb/March NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=iILaOIBpqq8%3d&tabid=730&portalid=0&mid=2926","agricultural sciences","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2015 February Agricultural Sciences paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
2926,2015,"February","2015 Feb/March NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=ZkCXNraZDLE%3d&tabid=730&portalid=0&mid=2926","agricultural sciences","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2015 February Agricultural Sciences paper 1 english",".pdf","1.1.1 ",1.2,TRUE
1518,2014,"November","2014 November NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=9zTFBYLVo-Y%3d&tabid=568&portalid=0&mid=1518","agricultural sciences","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2014 November Agricultural Sciences paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
1518,2014,"November","2014 November NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=HuHCZ2dDx6Q%3d&tabid=568&portalid=0&mid=1518","agricultural sciences","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2014 November Agricultural Sciences paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
1518,2014,"November","2014 November NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=fl7J-Kws4_s%3d&tabid=568&portalid=0&mid=1518","agricultural sciences","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2014 November Agricultural Sciences paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
1518,2014,"November","2014 November NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=P8keeVCoxWs%3d&tabid=568&portalid=0&mid=1518","agricultural sciences","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2014 November Agricultural Sciences paper 1 english",".pdf","1.1.1 ",1.2,TRUE
1665,2014,"February","2014 Feb/March NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yc-VmejlGmc%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2014 February Agricultural Sciences paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
1665,2014,"February","2014 Feb/March NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=TjG-avDvpBg%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2014 February Agricultural Sciences paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
1665,2014,"February","2014 Feb/March NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=RO8WVIFwKCU%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2014 February Agricultural Sciences paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
1665,2014,"February","2014 Feb/March NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=wmWnmP02u0c%3d&tabid=584&portalid=0&mid=1665","agricultural sciences","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2014 February Agricultural Sciences paper 1 english",".pdf","1.1.1 ",1.2,TRUE
1884,2013,"November","2013 November NSC Examination Papers ","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8Q4D3mlixjI%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 November Agricultural Sciences paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
1884,2013,"November","2013 November NSC Examination Papers ","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=n5tXwxISe1c%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 November Agricultural Sciences paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
1884,2013,"November","2013 November NSC Examination Papers ","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=jIniqHIiclM%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 November Agricultural Sciences paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
1884,2013,"November","2013 November NSC Examination Papers ","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=1H3GvDB86l8%3d&tabid=607&portalid=0&mid=1884","agricultural sciences","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 November Agricultural Sciences paper 1 english",".pdf","1.1.1 ",1.2,TRUE
1932,2013,"February","2013 Feb/March NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=1bPhNSYxfuw%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 February Agricultural Sciences paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
1932,2013,"February","2013 Feb/March NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=qVum1JWyUmM%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 February Agricultural Sciences paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
1932,2013,"February","2013 Feb/March NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=bvz-H-UhnuY%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 February Agricultural Sciences paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
1932,2013,"February","2013 Feb/March NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Jt_w2cZ6bDU%3d&tabid=610&portalid=0&mid=1932","agricultural sciences","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2013 February Agricultural Sciences paper 1 english",".pdf","1.1.1 ",1.2,TRUE
2041,2012,"November","2012 November NSC Examination Papers","agricultural sciences afrikaans paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=jZRDudNahHw%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 November Agricultural Sciences paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
2041,2012,"November","2012 November NSC Examination Papers","agricultural sciences afrikaans paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=jEsMBv1RBDc%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 November Agricultural Sciences paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
2041,2012,"November","2012 November NSC Examination Papers","agricultural sciences english paper 1","https://www.education.gov.za/LinkClick.aspx?fileticket=GBPe_TYedps%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 November Agricultural Sciences paper 1 english",".pdf","1.1.1 ",1.2,TRUE
2041,2012,"November","2012 November NSC Examination Papers","agricultural sciences english paper 1 memo","https://www.education.gov.za/LinkClick.aspx?fileticket=w1k7yjR4qGY%3d&tabid=626&portalid=0&mid=2041","agricultural sciences","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 November Agricultural Sciences paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
2353,2012,"February","2012 Feb/March NSC Examination Papers","memo paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=o3LCmX-dhWk%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","afrikaans","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 February Agricultural Sciences paper 1 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
2353,2012,"February","2012 Feb/March NSC Examination Papers","paper 1 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=iNqdG2ABBs4%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","afrikaans","","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 February Agricultural Sciences paper 1 afrikaans",".pdf","1.1.1 ",1.2,TRUE
2353,2012,"February","2012 Feb/March NSC Examination Papers","memo paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=I1G_1cUbQO8%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","english","memo","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 February Agricultural Sciences paper 1 english memo",".pdf","1.1.1 ",1.2,TRUE
2353,2012,"February","2012 Feb/March NSC Examination Papers","paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=9ghY3z1xE_8%3d&tabid=649&portalid=0&mid=2353","agricultural sciences","english","","paper 1","","","","","C:/DEV/R/data/pastpapers/2012 February Agricultural Sciences paper 1 english",".pdf","1.1.1 ",1.2,TRUE
12298,2023,"May","2023 May/June NSC/SC Exam Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WGIe1rRakJI%3d&tabid=4504&portalid=0&mid=12298","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2023 May Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
12298,2023,"May","2023 May/June NSC/SC Exam Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=6RA5EqDVFRg%3d&tabid=4504&portalid=0&mid=12298","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2023 May Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
12298,2023,"May","2023 May/June NSC/SC Exam Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=jg9GeJkYK9o%3d&tabid=4504&portalid=0&mid=12298","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2023 May Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
12298,2023,"May","2023 May/June NSC/SC Exam Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=2oLUAk2JTy4%3d&tabid=4504&portalid=0&mid=12298","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2023 May Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
12662,2023,"November","2023 NSC November Exam papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=-NIpcL0CwiA%3d&tabid=4682&portalid=0&mid=12662","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2023 November Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
12662,2023,"November","2023 NSC November Exam papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Mng26Nb4ohA%3d&tabid=4682&portalid=0&mid=12662","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2023 November Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
12662,2023,"November","2023 NSC November Exam papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=KQFEycHuf0M%3d&tabid=4682&portalid=0&mid=12662","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2023 November Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
12662,2023,"November","2023 NSC November Exam papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=8CJDJS-_GM8%3d&tabid=4682&portalid=0&mid=12662","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2023 November Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
10967,2022,"November","2022 NSC November Examination Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=BDx1t6wYQr4%3d&tabid=3294&portalid=0&mid=10967","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2022 November Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10967,2022,"November","2022 NSC November Examination Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0vHBR0VvdKs%3d&tabid=3294&portalid=0&mid=10967","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2022 November Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10967,2022,"November","2022 NSC November Examination Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=kZPav9o1Bg0%3d&tabid=3294&portalid=0&mid=10967","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2022 November Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
10967,2022,"November","2022 NSC November Examination Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=1bIuy8wTc2U%3d&tabid=3294&portalid=0&mid=10967","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2022 November Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
10556,2022,"May","2022 May/June NSC/SC Exam Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kFsR-Xqu5Ug%3d&tabid=3138&portalid=0&mid=10556","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2022 May Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10556,2022,"May","2022 May/June NSC/SC Exam Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=kFsR-Xqu5Ug%3d&tabid=3138&portalid=0&mid=10556","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2022 May Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10556,2022,"May","2022 May/June NSC/SC Exam Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=3AENrGWYquY%3d&tabid=3138&portalid=0&mid=10556","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2022 May Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
10556,2022,"May","2022 May/June NSC/SC Exam Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Zt8UZPLC59Y%3d&tabid=3138&portalid=0&mid=10556","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2022 May Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
10116,2021,"November","2021 NSC November Examination Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=mkZQtPuv2Gs%3d&tabid=2922&portalid=0&mid=10116","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2021 November Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
10116,2021,"November","2021 NSC November Examination Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=AnWrGuIqd3w%3d&tabid=2922&portalid=0&mid=10116","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2021 November Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
10116,2021,"November","2021 NSC November Examination Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=vEJbxcixhhQ%3d&tabid=2922&portalid=0&mid=10116","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2021 November Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
10116,2021,"November","2021 NSC November Examination Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=da0OrN6xZaI%3d&tabid=2922&portalid=0&mid=10116","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2021 November Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
9896,2021,"May","2021 NSC/SC May/June Examinations","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WFGPHWzEyuU%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2021 May Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
9896,2021,"May","2021 NSC/SC May/June Examinations","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=9PiVM1FhTrg%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2021 May Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
9896,2021,"May","2021 NSC/SC May/June Examinations","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=7s04oCrPbow%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2021 May Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
9896,2021,"May","2021 NSC/SC May/June Examinations","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=nmicpxrM_8U%3d&tabid=2837&portalid=0&mid=9896","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2021 May Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
9614,2020,"November","2020 NSC and SC Exam Papers (November)","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=bKRIjkCcr8g%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2020 November Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
9614,2020,"November","2020 NSC and SC Exam Papers (November)","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=HbbASnrthAc%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2020 November Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
9614,2020,"November","2020 NSC and SC Exam Papers (November)","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=MTWHizSjvq8%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2020 November Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
9614,2020,"November","2020 NSC and SC Exam Papers (November)","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=WCDmascA-nQ%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2020 November Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
9018,2019,"November","2019 NSC Examination Papers (November)","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=_eLo6O_y0hM%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2019 November Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
9018,2019,"November","2019 NSC Examination Papers (November)","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Ppu5vCDw3dc%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2019 November Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
9018,2019,"November","2019 NSC Examination Papers (November)","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=9qkBMYb1R2I%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2019 November Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
9018,2019,"November","2019 NSC Examination Papers (November)","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=b7MQEKkykKI%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2019 November Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
8778,2019,"May","2019 May/June Examination Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=IGVoEMLcY-g%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2019 May Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
8778,2019,"May","2019 May/June Examination Papers","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=rRYo9BGmEeg%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2019 May Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
8778,2019,"May","2019 May/June Examination Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=UDc6VLKv9gw%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2019 May Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8778,2019,"May","2019 May/June Examination Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=zSrAQ-1RnUE%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2019 May Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8381,2018,"November","2018 November NSC Examination Papers ","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=BRW56wkDshk%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 November Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8381,2018,"November","2018 November NSC Examination Papers ","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=-DURATpvzW4%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 November Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8381,2018,"November","2018 November NSC Examination Papers ","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=XIyRWiwTfEE%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 November Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
8381,2018,"November","2018 November NSC Examination Papers ","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=xYjMc3DGY6g%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 November Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=Nv0qpNAxZPY%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 February Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=QUt-3MZytCw%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","english","","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 February Agricultural Sciences paper 2 english",".pdf","1.1.1 ",1.2,TRUE
7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=rhujGjxiMJM%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 February Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=EqXwIk6Do9Y%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 February Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8245,2018,"May","2018 May/June NSC Exam Papers","memo paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=np3wi6uwmjc%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","afrikaans","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 May Agricultural Sciences paper 2 afrikaans memo",".pdf","1.1.1 ",1.2,TRUE
8245,2018,"May","2018 May/June NSC Exam Papers","paper 2 (afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ceOhLRLWAh8%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","afrikaans","","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 May Agricultural Sciences paper 2 afrikaans",".pdf","1.1.1 ",1.2,TRUE
8245,2018,"May","2018 May/June NSC Exam Papers","memo paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=EJLqPaL1PQA%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","english","memo","paper 2","","","","","C:/DEV/R/data/pastpapers/2018 May Agricultural Sciences paper 2 english memo",".pdf","1.1.1 ",1.2,TRUE
