"PDF_URL","paper","Module_No","Subject_Name","Grade","Year_title","Paper_type","Paper_Language","Module_name","Year","Paper_No","subject","paper_no","regex_start","regex_end","type"
"https://www.education.gov.za/LinkClick.aspx?fileticket=iZPZFLw7YOI%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Memo Paper 1 (Afrikaans)",12,"2018 NSC June past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=iZPZFLw7YOI%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Memo Paper 1 (Afrikaans)",12,"2018 NSC June past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=iZPZFLw7YOI%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Memo Paper 1 (Afrikaans)",12,"2018 NSC June past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=KBYvORoeNd4%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Memo Paper 1 (Afrikaans)",12,"2018 Supplementary Exam papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=KBYvORoeNd4%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Memo Paper 1 (Afrikaans)",12,"2018 Supplementary Exam papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=KBYvORoeNd4%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Memo Paper 1 (Afrikaans)",12,"2018 Supplementary Exam papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=KBYvORoeNd4%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Memo Paper 1 (Afrikaans)",12,"2018 Supplementary Exam papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=nKWURRlo2VQ%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Memo Paper 1 (Afrikaans)",12,"2018 NSC November past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=nKWURRlo2VQ%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Memo Paper 1 (Afrikaans)",12,"2018 NSC November past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=nKWURRlo2VQ%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Memo Paper 1 (Afrikaans)",12,"2018 NSC November past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=nKWURRlo2VQ%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Memo Paper 1 (Afrikaans)",12,"2018 NSC November past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=np3wi6uwmjc%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Memo Paper 2 (Afrikaans)",12,"2018 NSC June past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=np3wi6uwmjc%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Memo Paper 2 (Afrikaans)",12,"2018 NSC June past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=np3wi6uwmjc%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Memo Paper 2 (Afrikaans)",12,"2018 NSC June past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=np3wi6uwmjc%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Memo Paper 2 (Afrikaans)",12,"2018 NSC June past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=QWt7kfwHj50%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Paper 1 (Afrikaans)",12,"2018 NSC November past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=QWt7kfwHj50%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Paper 1 (Afrikaans)",12,"2018 NSC November past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=QWt7kfwHj50%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Paper 1 (Afrikaans)",12,"2018 NSC November past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=QWt7kfwHj50%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Paper 1 (Afrikaans)",12,"2018 NSC November past papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=rhujGjxiMJM%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Memo Paper 2 (Afrikaans)",12,"2018 Supplementary Exam papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=rhujGjxiMJM%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Memo Paper 2 (Afrikaans)",12,"2018 Supplementary Exam papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=rhujGjxiMJM%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Memo Paper 2 (Afrikaans)",12,"2018 Supplementary Exam papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=rhujGjxiMJM%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Memo Paper 2 (Afrikaans)",12,"2018 Supplementary Exam papers",NA,"Afrikaans","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=3m__XVJKEyk%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Paper 1 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=3m__XVJKEyk%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Paper 1 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=3m__XVJKEyk%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Paper 1 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=3m__XVJKEyk%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Paper 1 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=4C27uP0Ws7I%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Memo Paper 1 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=4C27uP0Ws7I%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Memo Paper 1 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=4C27uP0Ws7I%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Memo Paper 1 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=4C27uP0Ws7I%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Memo Paper 1 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=dgAbVqCQJUs%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Memo Paper 1 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=dgAbVqCQJUs%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Memo Paper 1 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=dgAbVqCQJUs%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Memo Paper 1 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=dgAbVqCQJUs%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Memo Paper 1 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=EJLqPaL1PQA%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Memo Paper 2 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=EJLqPaL1PQA%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Memo Paper 2 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=EJLqPaL1PQA%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Memo Paper 2 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=EJLqPaL1PQA%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Memo Paper 2 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=Hmai06oQk-o%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Paper 1 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=Hmai06oQk-o%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Paper 1 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=Hmai06oQk-o%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Paper 1 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=Hmai06oQk-o%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 1",8381,"Paper 1 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=I6cJHkLj5mQ%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Memo Paper 1 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=I6cJHkLj5mQ%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Memo Paper 1 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=I6cJHkLj5mQ%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Memo Paper 1 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=I6cJHkLj5mQ%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 1",7578,"Memo Paper 1 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=Nv0qpNAxZPY%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Memo Paper 2 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=Nv0qpNAxZPY%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Memo Paper 2 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=Nv0qpNAxZPY%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Memo Paper 2 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=Nv0qpNAxZPY%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Memo Paper 2 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=P9YjVX5s05o%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Paper 1 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=P9YjVX5s05o%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Paper 1 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=P9YjVX5s05o%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Paper 1 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=P9YjVX5s05o%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 1",8245,"Paper 1 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=QUt-3MZytCw%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Paper 2 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=QUt-3MZytCw%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Paper 2 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=QUt-3MZytCw%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Paper 2 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=QUt-3MZytCw%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences paper 2",7578,"Paper 2 (English)",12,"2018 Supplementary Exam papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=ue-uuhpcqnY%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Paper 2 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=ue-uuhpcqnY%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Paper 2 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=ue-uuhpcqnY%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Paper 2 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=ue-uuhpcqnY%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences paper 2",8245,"Paper 2 (English)",12,"2018 NSC June past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=XIyRWiwTfEE%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 2",8381,"Memo Paper 2 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=XIyRWiwTfEE%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 2",8381,"Memo Paper 2 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=XIyRWiwTfEE%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 2",8381,"Memo Paper 2 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=XIyRWiwTfEE%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 2",8381,"Memo Paper 2 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=xYjMc3DGY6g%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 2",8381,"Paper 2 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=xYjMc3DGY6g%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 2",8381,"Paper 2 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=xYjMc3DGY6g%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 2",8381,"Paper 2 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=xYjMc3DGY6g%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences paper 2",8381,"Paper 2 (English)",12,"2018 NSC November past papers",NA,"English","Agricultural Sciences",2018,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=_eLo6O_y0hM%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences paper 2",9018,"Memo Paper 2 (Afrikaans)",12,"2019 NSC Examination Papers",NA,"Afrikaans","Agricultural Sciences",2019,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=_eLo6O_y0hM%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences paper 2",9018,"Memo Paper 2 (Afrikaans)",12,"2019 NSC Examination Papers",NA,"Afrikaans","Agricultural Sciences",2019,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=_eLo6O_y0hM%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences paper 2",9018,"Memo Paper 2 (Afrikaans)",12,"2019 NSC Examination Papers",NA,"Afrikaans","Agricultural Sciences",2019,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=_eLo6O_y0hM%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences paper 2",9018,"Memo Paper 2 (Afrikaans)",12,"2019 NSC Examination Papers",NA,"Afrikaans","Agricultural Sciences",2019,"paper 2","AGRICULTURAL SCIENCES","PAPER 2","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=hOBk_QPJs0s%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences paper 1",9018,"Memo Paper 1 (Afrikaans)",12,"2019 NSC Examination Papers",NA,"Afrikaans","Agricultural Sciences",2019,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=hOBk_QPJs0s%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences paper 1",9018,"Memo Paper 1 (Afrikaans)",12,"2019 NSC Examination Papers",NA,"Afrikaans","Agricultural Sciences",2019,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=hOBk_QPJs0s%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences paper 1",9018,"Memo Paper 1 (Afrikaans)",12,"2019 NSC Examination Papers",NA,"Afrikaans","Agricultural Sciences",2019,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
"https://www.education.gov.za/LinkClick.aspx?fileticket=hOBk_QPJs0s%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences paper 1",9018,"Memo Paper 1 (Afrikaans)",12,"2019 NSC Examination Papers",NA,"Afrikaans","Agricultural Sciences",2019,"paper 1","AGRICULTURAL SCIENCES","PAPER 1","1.1.1 ",1.2,"application/pdf"
