"Module_No.x","Exam_Year.x","Exam_Sitting.x","Title.x","Module_name.x.x","QP_URL","Module_name.y.x","Doc_Type.x","language.x","paper.x","annex.x","region.x","HL_SAL_FAL.x","control.x","DFkey2.x","DFkey","Module_No.y","Memo_URL","Module_name.y.y","DFkey2","subject","paper_no","regex_start","regex_end"
2926,2015,"February","2015 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=R9GH8tfCNNQ%3d&tabid=730&portalid=0&mid=2926","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2015 February paper 2 afrikaans NA All",2926,"https://www.education.gov.za/LinkClick.aspx?fileticket=rseJjbyh9-Q%3d&tabid=730&portalid=0&mid=2926","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
2926,2015,"February","2015 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=iMubuxNIiwU%3d&tabid=730&portalid=0&mid=2926","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2015 February paper 2 english NA All",2926,"https://www.education.gov.za/LinkClick.aspx?fileticket=QIWF61-6D5s%3d&tabid=730&portalid=0&mid=2926","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
4271,2015,"November","2015 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=EF-J01AQVxA%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2015 November paper 1 afrikaans NA All",4271,"https://www.education.gov.za/LinkClick.aspx?fileticket=_nBIgmmN-wo%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
4271,2015,"November","2015 November NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=oet6_Zw_F6A%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2015 November paper 1 english NA All",4271,"https://www.education.gov.za/LinkClick.aspx?fileticket=9grUYEhRbEU%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
4271,2015,"November","2015 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=d45_Ul4R7KU%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2015 November paper 2 afrikaans NA All",4271,"https://www.education.gov.za/LinkClick.aspx?fileticket=H1TKoXeD8zQ%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
4271,2015,"November","2015 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=6zo1N65wyuw%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2015 November paper 2 english NA All",4271,"https://www.education.gov.za/LinkClick.aspx?fileticket=b6Bsns5guzs%3d&tabid=979&portalid=0&mid=4271","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
4427,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=0Z4fLn3pCkQ%3d&tabid=1000&portalid=0&mid=4427","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2016 February paper 1 afrikaans NA All",4427,"https://www.education.gov.za/LinkClick.aspx?fileticket=ZEC0m2Y7m08%3d&tabid=1000&portalid=0&mid=4427","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
4427,2016,"February","2016 Feb/March NSC Examination Papers","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=aPxgXzzdWus%3d&tabid=1000&portalid=0&mid=4427","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2016 February paper 1 english NA All",4427,"https://www.education.gov.za/LinkClick.aspx?fileticket=E5GxNuHO_cU%3d&tabid=1000&portalid=0&mid=4427","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
4427,2016,"February","2016 Feb/March NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=jXApJbFFDY0%3d&tabid=1000&portalid=0&mid=4427","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2016 February paper 2 afrikaans NA All",4427,"https://www.education.gov.za/LinkClick.aspx?fileticket=kyIwR-dX-Ac%3d&tabid=1000&portalid=0&mid=4427","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
4427,2016,"February","2016 Feb/March NSC Examination Papers","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=OHSuQm-VSNw%3d&tabid=1000&portalid=0&mid=4427","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2016 February paper 2 english NA All",4427,"https://www.education.gov.za/LinkClick.aspx?fileticket=M9ilfNw_bbk%3d&tabid=1000&portalid=0&mid=4427","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
5733,2016,"May","2016 ASC Exam Papers (May/June)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=OBrEFeynL_I%3d&tabid=1375&portalid=0&mid=5733","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2016 May paper 1 afrikaans NA All",5733,"https://www.education.gov.za/LinkClick.aspx?fileticket=4No-R-Mjxyc%3d&tabid=1375&portalid=0&mid=5733","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
5733,2016,"May","2016 ASC Exam Papers (May/June)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Qnz4tEEWp8s%3d&tabid=1375&portalid=0&mid=5733","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2016 May paper 1 english NA All",5733,"https://www.education.gov.za/LinkClick.aspx?fileticket=kcFEsAc0DHk%3d&tabid=1375&portalid=0&mid=5733","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
5733,2016,"May","2016 ASC Exam Papers (May/June)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=MsKz4MYf6_g%3d&tabid=1375&portalid=0&mid=5733","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2016 May paper 2 afrikaans NA All",5733,"https://www.education.gov.za/LinkClick.aspx?fileticket=anecq_nRErQ%3d&tabid=1375&portalid=0&mid=5733","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
5733,2016,"May","2016 ASC Exam Papers (May/June)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=cLroOI01BDw%3d&tabid=1375&portalid=0&mid=5733","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2016 May paper 2 english NA All",5733,"https://www.education.gov.za/LinkClick.aspx?fileticket=LHPBvh-4zrY%3d&tabid=1375&portalid=0&mid=5733","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
6162,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=XrRkZel9SUs%3d&tabid=1508&portalid=0&mid=6162","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2016 November paper 1 afrikaans NA All",6162,"https://www.education.gov.za/LinkClick.aspx?fileticket=CMMZGzH_ngQ%3d&tabid=1508&portalid=0&mid=6162","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
6162,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 1 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=K_jJoOsTFaU%3d&tabid=1508&portalid=0&mid=6162","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2016 November paper 1 english NA All",6162,"https://www.education.gov.za/LinkClick.aspx?fileticket=D2fxnWb63LQ%3d&tabid=1508&portalid=0&mid=6162","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
6162,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=65o-AuXOZOM%3d&tabid=1508&portalid=0&mid=6162","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2016 November paper 2 afrikaans NA All",6162,"https://www.education.gov.za/LinkClick.aspx?fileticket=4ZHjhsNHqmk%3d&tabid=1508&portalid=0&mid=6162","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
6162,2016,"November","2016 NSC Examinations (Oct/Nov)","Paper 2 (english)","https://www.education.gov.za/LinkClick.aspx?fileticket=lX5j8gG_Rf4%3d&tabid=1508&portalid=0&mid=6162","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2016 November paper 2 english NA All",6162,"https://www.education.gov.za/LinkClick.aspx?fileticket=NKMRCLnpyio%3d&tabid=1508&portalid=0&mid=6162","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
6372,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=4LJgc1F424I%3d&tabid=1608&portalid=0&mid=6372","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2017 February paper 1 afrikaans NA All",6372,"https://www.education.gov.za/LinkClick.aspx?fileticket=2TwtAQfKdqY%3d&tabid=1608&portalid=0&mid=6372","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
6372,2017,"February","2017 Feb/March NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=z3Qi03bw20w%3d&tabid=1608&portalid=0&mid=6372","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2017 February paper 1 english NA All",6372,"https://www.education.gov.za/LinkClick.aspx?fileticket=XFhj9ZUBuKo%3d&tabid=1608&portalid=0&mid=6372","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
6372,2017,"February","2017 Feb/March NSC Exam Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=yCa8jbBOgMY%3d&tabid=1608&portalid=0&mid=6372","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2017 February paper 2 afrikaans NA All",6372,"https://www.education.gov.za/LinkClick.aspx?fileticket=KH3zOWGvesA%3d&tabid=1608&portalid=0&mid=6372","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
6372,2017,"February","2017 Feb/March NSC Exam Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=e32ccnAyWug%3d&tabid=1608&portalid=0&mid=6372","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2017 February paper 2 english NA All",6372,"https://www.education.gov.za/LinkClick.aspx?fileticket=vvmG-r1peME%3d&tabid=1608&portalid=0&mid=6372","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
7333,2017,"November","2017 November NSC Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=WuPD81UaMWk%3d&tabid=1856&portalid=0&mid=7333","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2017 November paper 1 afrikaans NA All",7333,"https://www.education.gov.za/LinkClick.aspx?fileticket=3D64MGYzL28%3d&tabid=1856&portalid=0&mid=7333","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
7333,2017,"November","2017 November NSC Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=mpBCV5CYzYE%3d&tabid=1856&portalid=0&mid=7333","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2017 November paper 1 english NA All",7333,"https://www.education.gov.za/LinkClick.aspx?fileticket=ESJDXI9in2g%3d&tabid=1856&portalid=0&mid=7333","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
7333,2017,"November","2017 November NSC Examination Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=eeyWFIEYkfE%3d&tabid=1856&portalid=0&mid=7333","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2017 November paper 2 afrikaans NA All",7333,"https://www.education.gov.za/LinkClick.aspx?fileticket=ihder8OIQVE%3d&tabid=1856&portalid=0&mid=7333","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
7333,2017,"November","2017 November NSC Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=mEmj8rszUzA%3d&tabid=1856&portalid=0&mid=7333","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2017 November paper 2 english NA All",7333,"https://www.education.gov.za/LinkClick.aspx?fileticket=8t0PfbHszK8%3d&tabid=1856&portalid=0&mid=7333","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=8-6gyhCPRGg%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2018 February paper 1 afrikaans NA All",7578,"https://www.education.gov.za/LinkClick.aspx?fileticket=KBYvORoeNd4%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=3m__XVJKEyk%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2018 February paper 1 english NA All",7578,"https://www.education.gov.za/LinkClick.aspx?fileticket=I6cJHkLj5mQ%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=EqXwIk6Do9Y%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2018 February paper 2 afrikaans NA All",7578,"https://www.education.gov.za/LinkClick.aspx?fileticket=rhujGjxiMJM%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
7578,2018,"February","2018 Grade 12 NSC Supplementary Exams (Feb/March)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=QUt-3MZytCw%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2018 February paper 2 english NA All",7578,"https://www.education.gov.za/LinkClick.aspx?fileticket=Nv0qpNAxZPY%3d&tabid=1920&portalid=0&mid=7578","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
8245,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=7fJ6qeo9p4k%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2018 May paper 1 afrikaans NA All",8245,"https://www.education.gov.za/LinkClick.aspx?fileticket=iZPZFLw7YOI%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
8245,2018,"May","2018 May/June NSC Exam Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=P9YjVX5s05o%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2018 May paper 1 english NA All",8245,"https://www.education.gov.za/LinkClick.aspx?fileticket=4C27uP0Ws7I%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
8245,2018,"May","2018 May/June NSC Exam Papers","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=ceOhLRLWAh8%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2018 May paper 2 afrikaans NA All",8245,"https://www.education.gov.za/LinkClick.aspx?fileticket=np3wi6uwmjc%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
8245,2018,"May","2018 May/June NSC Exam Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=ue-uuhpcqnY%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2018 May paper 2 english NA All",8245,"https://www.education.gov.za/LinkClick.aspx?fileticket=EJLqPaL1PQA%3d&tabid=2182&portalid=0&mid=8245","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
8381,2018,"November","2018 November NSC Examination Papers ","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=QWt7kfwHj50%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2018 November paper 1 afrikaans NA All",8381,"https://www.education.gov.za/LinkClick.aspx?fileticket=nKWURRlo2VQ%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
8381,2018,"November","2018 November NSC Examination Papers ","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=Hmai06oQk-o%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2018 November paper 1 english NA All",8381,"https://www.education.gov.za/LinkClick.aspx?fileticket=dgAbVqCQJUs%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
8381,2018,"November","2018 November NSC Examination Papers ","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=-DURATpvzW4%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2018 November paper 2 afrikaans NA All",8381,"https://www.education.gov.za/LinkClick.aspx?fileticket=BRW56wkDshk%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
8381,2018,"November","2018 November NSC Examination Papers ","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=xYjMc3DGY6g%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2018 November paper 2 english NA All",8381,"https://www.education.gov.za/LinkClick.aspx?fileticket=XIyRWiwTfEE%3d&tabid=2268&portalid=0&mid=8381","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
8778,2019,"May","2019 May/June Examination Papers","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Z0yfZwJmGjk%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2019 May paper 1 afrikaans NA All",8778,"https://www.education.gov.za/LinkClick.aspx?fileticket=X9wdOhG3UeA%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
8778,2019,"May","2019 May/June Examination Papers","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=XLoyO-mV-DI%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2019 May paper 1 english NA All",8778,"https://www.education.gov.za/LinkClick.aspx?fileticket=0xi_zCQG-Ug%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
8778,2019,"May","2019 May/June Examination Papers","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=rRYo9BGmEeg%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2019 May paper 2 english NA All",8778,"https://www.education.gov.za/LinkClick.aspx?fileticket=IGVoEMLcY-g%3d&tabid=2468&portalid=0&mid=8778","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
9018,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=r6hwSy68QXQ%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2019 November paper 1 afrikaans NA All",9018,"https://www.education.gov.za/LinkClick.aspx?fileticket=hOBk_QPJs0s%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
9018,2019,"November","2019 NSC Examination Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=KJBYWFEU21c%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2019 November paper 1 english NA All",9018,"https://www.education.gov.za/LinkClick.aspx?fileticket=f_U9iIy0fiw%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
9018,2019,"November","2019 NSC Examination Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=Ppu5vCDw3dc%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2019 November paper 2 afrikaans NA All",9018,"https://www.education.gov.za/LinkClick.aspx?fileticket=_eLo6O_y0hM%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
9018,2019,"November","2019 NSC Examination Papers (November)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=b7MQEKkykKI%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2019 November paper 2 english NA All",9018,"https://www.education.gov.za/LinkClick.aspx?fileticket=9qkBMYb1R2I%3d&tabid=2556&portalid=0&mid=9018","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
9614,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=B2mob8ot8hw%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","application/pdf","afrikaans","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2020 November paper 1 afrikaans NA All",9614,"https://www.education.gov.za/LinkClick.aspx?fileticket=zN2O0zYim6k%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
9614,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 1 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=obiAcqmZT6I%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","application/pdf","english","paper 1",NA,"All",NA," ","agricultural sciences paper 1","agricultural sciences 2020 November paper 1 english NA All",9614,"https://www.education.gov.za/LinkClick.aspx?fileticket=3IiF0wAhYzs%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","agricultural sciences paper 1","agricultural sciences","PAPER 1","1.1.1 ",1.2
9614,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (Afrikaans)","https://www.education.gov.za/LinkClick.aspx?fileticket=HbbASnrthAc%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","application/pdf","afrikaans","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2020 November paper 2 afrikaans NA All",9614,"https://www.education.gov.za/LinkClick.aspx?fileticket=bKRIjkCcr8g%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
9614,2020,"November","2020 NSC and SC Exam Papers (November)","Paper 2 (English)","https://www.education.gov.za/LinkClick.aspx?fileticket=WCDmascA-nQ%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","application/pdf","english","paper 2",NA,"All",NA," ","agricultural sciences paper 2","agricultural sciences 2020 November paper 2 english NA All",9614,"https://www.education.gov.za/LinkClick.aspx?fileticket=MTWHizSjvq8%3d&tabid=2702&portalid=0&mid=9614","agricultural sciences","agricultural sciences paper 2","agricultural sciences","PAPER 2","1.1.1 ",1.2
